pokemon_number,pokemon_name,pokemon_url,pokemon_height,pokemon_weight,pokemon_types
0894,Regieleki,https://pokemondb.net/pokedex/regieleki,1.2 m (3′11″),145.0 kg (319.7 lbs),Electric
0893,Zarude,https://pokemondb.net/pokedex/zarude,1.8 m (5′11″),70.0 kg (154.3 lbs),"Dark,Grass"
0892,Urshifu,https://pokemondb.net/pokedex/urshifu,1.9 m (6′03″),105.0 kg (231.5 lbs),"Fighting,Dark,Fighting,Water"
0889,Zamazenta,https://pokemondb.net/pokedex/zamazenta,2.9 m (9′06″),210.0 kg (463.0 lbs),"Fighting,Fighting,Steel"
0891,Kubfu,https://pokemondb.net/pokedex/kubfu,0.6 m (2′00″),12.0 kg (26.5 lbs),Fighting
0890,Eternatus,https://pokemondb.net/pokedex/eternatus,20.0 m (65′07″),950.0 kg (2094.4 lbs),"Poison,Dragon,Poison,Dragon"
0888,Zacian,https://pokemondb.net/pokedex/zacian,2.8 m (9′02″),110.0 kg (242.5 lbs),"Fairy,Fairy,Steel"
0895,Regidrago,https://pokemondb.net/pokedex/regidrago,2.1 m (6′11″),200.0 kg (440.9 lbs),Dragon
0887,Dragapult,https://pokemondb.net/pokedex/dragapult,3.0 m (9′10″),50.0 kg (110.2 lbs),"Dragon,Ghost"
0886,Drakloak,https://pokemondb.net/pokedex/drakloak,1.4 m (4′07″),11.0 kg (24.3 lbs),"Dragon,Ghost"
0885,Dreepy,https://pokemondb.net/pokedex/dreepy,0.5 m (1′08″),2.0 kg (4.4 lbs),"Dragon,Ghost"
0883,Arctovish,https://pokemondb.net/pokedex/arctovish,2.0 m (6′07″),175.0 kg (385.8 lbs),"Water,Ice"
0882,Dracovish,https://pokemondb.net/pokedex/dracovish,2.3 m (7′07″),215.0 kg (474.0 lbs),"Water,Dragon"
0884,Duraludon,https://pokemondb.net/pokedex/duraludon,1.8 m (5′11″),40.0 kg (88.2 lbs),"Steel,Dragon"
0881,Arctozolt,https://pokemondb.net/pokedex/arctozolt,2.3 m (7′07″),150.0 kg (330.7 lbs),"Electric,Ice"
0880,Dracozolt,https://pokemondb.net/pokedex/dracozolt,1.8 m (5′11″),190.0 kg (418.9 lbs),"Electric,Dragon"
0879,Copperajah,https://pokemondb.net/pokedex/copperajah,3.0 m (9′10″),650.0 kg (1433.0 lbs),Steel
0878,Cufant,https://pokemondb.net/pokedex/cufant,1.2 m (3′11″),100.0 kg (220.5 lbs),Steel
0877,Morpeko,https://pokemondb.net/pokedex/morpeko,0.3 m (1′00″),3.0 kg (6.6 lbs),"Electric,Dark,Electric,Dark"
0876,Indeedee,https://pokemondb.net/pokedex/indeedee,0.9 m (2′11″),28.0 kg (61.7 lbs),"Psychic,Normal,Psychic,Normal"
0875,Eiscue,https://pokemondb.net/pokedex/eiscue,1.4 m (4′07″),89.0 kg (196.2 lbs),"Ice,Ice"
0874,Stonjourner,https://pokemondb.net/pokedex/stonjourner,2.5 m (8′02″),520.0 kg (1146.4 lbs),Rock
0873,Frosmoth,https://pokemondb.net/pokedex/frosmoth,1.3 m (4′03″),42.0 kg (92.6 lbs),"Ice,Bug"
0872,Snom,https://pokemondb.net/pokedex/snom,0.3 m (1′00″),3.8 kg (8.4 lbs),"Ice,Bug"
0871,Pincurchin,https://pokemondb.net/pokedex/pincurchin,0.3 m (1′00″),1.0 kg (2.2 lbs),Electric
0870,Falinks,https://pokemondb.net/pokedex/falinks,3.0 m (9′10″),62.0 kg (136.7 lbs),Fighting
0869,Alcremie,https://pokemondb.net/pokedex/alcremie,0.3 m (1′00″),0.5 kg (1.1 lbs),Fairy
0868,Milcery,https://pokemondb.net/pokedex/milcery,0.2 m (0′08″),0.3 kg (0.7 lbs),Fairy
0866,Mr. Rime,https://pokemondb.net/pokedex/mr-rime,1.5 m (4′11″),58.2 kg (128.3 lbs),"Ice,Psychic"
0865,Sirfetch'd,https://pokemondb.net/pokedex/sirfetchd,0.8 m (2′07″),117.0 kg (257.9 lbs),Fighting
0867,Runerigus,https://pokemondb.net/pokedex/runerigus,1.6 m (5′03″),66.6 kg (146.8 lbs),"Ground,Ghost"
0864,Cursola,https://pokemondb.net/pokedex/cursola,1.0 m (3′03″),0.4 kg (0.9 lbs),Ghost
0863,Perrserker,https://pokemondb.net/pokedex/perrserker,0.8 m (2′07″),28.0 kg (61.7 lbs),Steel
0862,Obstagoon,https://pokemondb.net/pokedex/obstagoon,1.6 m (5′03″),46.0 kg (101.4 lbs),"Dark,Normal"
0861,Grimmsnarl,https://pokemondb.net/pokedex/grimmsnarl,1.5 m (4′11″),61.0 kg (134.5 lbs),"Dark,Fairy"
0860,Morgrem,https://pokemondb.net/pokedex/morgrem,0.8 m (2′07″),12.5 kg (27.6 lbs),"Dark,Fairy"
0859,Impidimp,https://pokemondb.net/pokedex/impidimp,0.4 m (1′04″),5.5 kg (12.1 lbs),"Dark,Fairy"
0858,Hatterene,https://pokemondb.net/pokedex/hatterene,2.1 m (6′11″),5.1 kg (11.2 lbs),"Psychic,Fairy"
0857,Hattrem,https://pokemondb.net/pokedex/hattrem,0.6 m (2′00″),4.8 kg (10.6 lbs),Psychic
0856,Hatenna,https://pokemondb.net/pokedex/hatenna,0.4 m (1′04″),3.4 kg (7.5 lbs),Psychic
0855,Polteageist,https://pokemondb.net/pokedex/polteageist,0.2 m (0′08″),0.4 kg (0.9 lbs),Ghost
0854,Sinistea,https://pokemondb.net/pokedex/sinistea,0.1 m (0′04″),0.2 kg (0.4 lbs),Ghost
0853,Grapploct,https://pokemondb.net/pokedex/grapploct,1.6 m (5′03″),39.0 kg (86.0 lbs),Fighting
0852,Clobbopus,https://pokemondb.net/pokedex/clobbopus,0.6 m (2′00″),4.0 kg (8.8 lbs),Fighting
0851,Centiskorch,https://pokemondb.net/pokedex/centiskorch,3.0 m (9′10″),120.0 kg (264.6 lbs),"Fire,Bug"
0850,Sizzlipede,https://pokemondb.net/pokedex/sizzlipede,0.7 m (2′04″),1.0 kg (2.2 lbs),"Fire,Bug"
0849,Toxtricity,https://pokemondb.net/pokedex/toxtricity,1.6 m (5′03″),40.0 kg (88.2 lbs),"Electric,Poison,Electric,Poison"
0840,Applin,https://pokemondb.net/pokedex/applin,0.2 m (0′08″),0.5 kg (1.1 lbs),"Grass,Dragon"
0839,Coalossal,https://pokemondb.net/pokedex/coalossal,2.8 m (9′02″),310.5 kg (684.5 lbs),"Rock,Fire"
0838,Carkol,https://pokemondb.net/pokedex/carkol,1.1 m (3′07″),78.0 kg (172.0 lbs),"Rock,Fire"
0837,Rolycoly,https://pokemondb.net/pokedex/rolycoly,0.3 m (1′00″),12.0 kg (26.5 lbs),Rock
0835,Yamper,https://pokemondb.net/pokedex/yamper,0.3 m (1′00″),13.5 kg (29.8 lbs),Electric
0836,Boltund,https://pokemondb.net/pokedex/boltund,1.0 m (3′03″),34.0 kg (75.0 lbs),Electric
0834,Drednaw,https://pokemondb.net/pokedex/drednaw,1.0 m (3′03″),115.5 kg (254.6 lbs),"Water,Rock"
0833,Chewtle,https://pokemondb.net/pokedex/chewtle,0.3 m (1′00″),8.5 kg (18.7 lbs),Water
0832,Dubwool,https://pokemondb.net/pokedex/dubwool,1.3 m (4′03″),43.0 kg (94.8 lbs),Normal
0831,Wooloo,https://pokemondb.net/pokedex/wooloo,0.6 m (2′00″),6.0 kg (13.2 lbs),Normal
0830,Eldegoss,https://pokemondb.net/pokedex/eldegoss,0.5 m (1′08″),2.5 kg (5.5 lbs),Grass
0829,Gossifleur,https://pokemondb.net/pokedex/gossifleur,0.4 m (1′04″),2.2 kg (4.9 lbs),Grass
0828,Thievul,https://pokemondb.net/pokedex/thievul,1.2 m (3′11″),19.9 kg (43.9 lbs),Dark
0827,Nickit,https://pokemondb.net/pokedex/nickit,0.6 m (2′00″),8.9 kg (19.6 lbs),Dark
0826,Orbeetle,https://pokemondb.net/pokedex/orbeetle,0.4 m (1′04″),40.8 kg (89.9 lbs),"Bug,Psychic"
0825,Dottler,https://pokemondb.net/pokedex/dottler,0.4 m (1′04″),19.5 kg (43.0 lbs),"Bug,Psychic"
0824,Blipbug,https://pokemondb.net/pokedex/blipbug,0.4 m (1′04″),8.0 kg (17.6 lbs),Bug
0823,Corviknight,https://pokemondb.net/pokedex/corviknight,2.2 m (7′03″),75.0 kg (165.3 lbs),"Flying,Steel"
0822,Corvisquire,https://pokemondb.net/pokedex/corvisquire,0.8 m (2′07″),16.0 kg (35.3 lbs),Flying
0820,Greedent,https://pokemondb.net/pokedex/greedent,0.6 m (2′00″),6.0 kg (13.2 lbs),Normal
0819,Skwovet,https://pokemondb.net/pokedex/skwovet,0.3 m (1′00″),2.5 kg (5.5 lbs),Normal
0821,Rookidee,https://pokemondb.net/pokedex/rookidee,0.2 m (0′08″),1.8 kg (4.0 lbs),Flying
0818,Inteleon,https://pokemondb.net/pokedex/inteleon,1.9 m (6′03″),45.2 kg (99.6 lbs),Water
0817,Drizzile,https://pokemondb.net/pokedex/drizzile,0.7 m (2′04″),11.5 kg (25.4 lbs),Water
0815,Cinderace,https://pokemondb.net/pokedex/cinderace,1.4 m (4′07″),33.0 kg (72.8 lbs),Fire
0813,Scorbunny,https://pokemondb.net/pokedex/scorbunny,0.3 m (1′00″),4.5 kg (9.9 lbs),Fire
0812,Rillaboom,https://pokemondb.net/pokedex/rillaboom,2.1 m (6′11″),90.0 kg (198.4 lbs),Grass
0811,Thwackey,https://pokemondb.net/pokedex/thwackey,0.7 m (2′04″),14.0 kg (30.9 lbs),Grass
0810,Grookey,https://pokemondb.net/pokedex/grookey,0.3 m (1′00″),5.0 kg (11.0 lbs),Grass
0809,Melmetal,https://pokemondb.net/pokedex/melmetal,2.5 m (8′02″),800.0 kg (1763.7 lbs),Steel
0816,Sobble,https://pokemondb.net/pokedex/sobble,0.3 m (1′00″),4.0 kg (8.8 lbs),Water
0808,Meltan,https://pokemondb.net/pokedex/meltan,0.2 m (0′08″),8.0 kg (17.6 lbs),Steel
0814,Raboot,https://pokemondb.net/pokedex/raboot,0.6 m (2′00″),9.0 kg (19.8 lbs),Fire
0807,Zeraora,https://pokemondb.net/pokedex/zeraora,1.5 m (4′11″),44.5 kg (98.1 lbs),Electric
0806,Blacephalon,https://pokemondb.net/pokedex/blacephalon,1.8 m (5′11″),13.0 kg (28.7 lbs),"Fire,Ghost"
0805,Stakataka,https://pokemondb.net/pokedex/stakataka,5.5 m (18′01″),820.0 kg (1807.8 lbs),"Rock,Steel"
0803,Poipole,https://pokemondb.net/pokedex/poipole,0.6 m (2′00″),1.8 kg (4.0 lbs),Poison
0804,Naganadel,https://pokemondb.net/pokedex/naganadel,3.6 m (11′10″),150.0 kg (330.7 lbs),"Poison,Dragon"
0802,Marshadow,https://pokemondb.net/pokedex/marshadow,0.7 m (2′04″),22.2 kg (48.9 lbs),"Fighting,Ghost"
0801,Magearna,https://pokemondb.net/pokedex/magearna,1.0 m (3′03″),80.5 kg (177.5 lbs),"Steel,Fairy"
0800,Necrozma,https://pokemondb.net/pokedex/necrozma,2.4 m (7′10″),230.0 kg (507.1 lbs),"Psychic,Psychic,Steel,Psychic,Ghost,Psychic,Dragon"
0798,Kartana,https://pokemondb.net/pokedex/kartana,0.3 m (1′00″),0.1 kg (0.2 lbs),"Grass,Steel"
0797,Celesteela,https://pokemondb.net/pokedex/celesteela,9.2 m (30′02″),999.9 kg (2204.4 lbs),"Steel,Flying"
0799,Guzzlord,https://pokemondb.net/pokedex/guzzlord,5.5 m (18′01″),888.0 kg (1957.7 lbs),"Dark,Dragon"
0796,Xurkitree,https://pokemondb.net/pokedex/xurkitree,3.8 m (12′06″),100.0 kg (220.5 lbs),Electric
0795,Pheromosa,https://pokemondb.net/pokedex/pheromosa,1.8 m (5′11″),25.0 kg (55.1 lbs),"Bug,Fighting"
0794,Buzzwole,https://pokemondb.net/pokedex/buzzwole,2.4 m (7′10″),333.6 kg (735.5 lbs),"Bug,Fighting"
0792,Lunala,https://pokemondb.net/pokedex/lunala,4.0 m (13′01″),120.0 kg (264.6 lbs),"Psychic,Ghost"
0793,Nihilego,https://pokemondb.net/pokedex/nihilego,1.2 m (3′11″),55.5 kg (122.4 lbs),"Rock,Poison"
0790,Cosmoem,https://pokemondb.net/pokedex/cosmoem,0.1 m (0′04″),999.9 kg (2204.4 lbs),Psychic
0791,Solgaleo,https://pokemondb.net/pokedex/solgaleo,3.4 m (11′02″),230.0 kg (507.1 lbs),"Psychic,Steel"
0788,Tapu Fini,https://pokemondb.net/pokedex/tapu-fini,1.3 m (4′03″),21.2 kg (46.7 lbs),"Water,Fairy"
0789,Cosmog,https://pokemondb.net/pokedex/cosmog,0.2 m (0′08″),0.1 kg (0.2 lbs),Psychic
0787,Tapu Bulu,https://pokemondb.net/pokedex/tapu-bulu,1.9 m (6′03″),45.5 kg (100.3 lbs),"Grass,Fairy"
0786,Tapu Lele,https://pokemondb.net/pokedex/tapu-lele,1.2 m (3′11″),18.6 kg (41.0 lbs),"Psychic,Fairy"
0785,Tapu Koko,https://pokemondb.net/pokedex/tapu-koko,1.8 m (5′11″),20.5 kg (45.2 lbs),"Electric,Fairy"
0784,Kommo-o,https://pokemondb.net/pokedex/kommo-o,1.6 m (5′03″),78.2 kg (172.4 lbs),"Dragon,Fighting"
0783,Hakamo-o,https://pokemondb.net/pokedex/hakamo-o,1.2 m (3′11″),47.0 kg (103.6 lbs),"Dragon,Fighting"
0782,Jangmo-o,https://pokemondb.net/pokedex/jangmo-o,0.6 m (2′00″),29.7 kg (65.5 lbs),Dragon
0771,Pyukumuku,https://pokemondb.net/pokedex/pyukumuku,0.3 m (1′00″),1.2 kg (2.6 lbs),Water
0773,Silvally,https://pokemondb.net/pokedex/silvally,2.3 m (7′07″),100.5 kg (221.6 lbs),Normal
0772,Type: Null,https://pokemondb.net/pokedex/type-null,1.9 m (6′03″),120.5 kg (265.7 lbs),Normal
0770,Palossand,https://pokemondb.net/pokedex/palossand,1.3 m (4′03″),250.0 kg (551.2 lbs),"Ghost,Ground"
0769,Sandygast,https://pokemondb.net/pokedex/sandygast,0.5 m (1′08″),70.0 kg (154.3 lbs),"Ghost,Ground"
0768,Golisopod,https://pokemondb.net/pokedex/golisopod,2.0 m (6′07″),108.0 kg (238.1 lbs),"Bug,Water"
0767,Wimpod,https://pokemondb.net/pokedex/wimpod,0.5 m (1′08″),12.0 kg (26.5 lbs),"Bug,Water"
0766,Passimian,https://pokemondb.net/pokedex/passimian,2.0 m (6′07″),82.8 kg (182.5 lbs),Fighting
0765,Oranguru,https://pokemondb.net/pokedex/oranguru,1.5 m (4′11″),76.0 kg (167.6 lbs),"Normal,Psychic"
0763,Tsareena,https://pokemondb.net/pokedex/tsareena,1.2 m (3′11″),21.4 kg (47.2 lbs),Grass
0764,Comfey,https://pokemondb.net/pokedex/comfey,0.1 m (0′04″),0.3 kg (0.7 lbs),Fairy
0757,Salandit,https://pokemondb.net/pokedex/salandit,0.6 m (2′00″),4.8 kg (10.6 lbs),"Poison,Fire"
0761,Bounsweet,https://pokemondb.net/pokedex/bounsweet,0.3 m (1′00″),3.2 kg (7.1 lbs),Grass
0756,Shiinotic,https://pokemondb.net/pokedex/shiinotic,1.0 m (3′03″),11.5 kg (25.4 lbs),"Grass,Fairy"
0758,Salazzle,https://pokemondb.net/pokedex/salazzle,1.2 m (3′11″),22.2 kg (48.9 lbs),"Poison,Fire"
0759,Stufful,https://pokemondb.net/pokedex/stufful,0.5 m (1′08″),6.8 kg (15.0 lbs),"Normal,Fighting"
0755,Morelull,https://pokemondb.net/pokedex/morelull,0.2 m (0′08″),1.5 kg (3.3 lbs),"Grass,Fairy"
0754,Lurantis,https://pokemondb.net/pokedex/lurantis,0.9 m (2′11″),18.5 kg (40.8 lbs),Grass
0750,Mudsdale,https://pokemondb.net/pokedex/mudsdale,2.5 m (8′02″),920.0 kg (2028.3 lbs),Ground
0752,Araquanid,https://pokemondb.net/pokedex/araquanid,1.8 m (5′11″),82.0 kg (180.8 lbs),"Water,Bug"
0753,Fomantis,https://pokemondb.net/pokedex/fomantis,0.3 m (1′00″),1.5 kg (3.3 lbs),Grass
0749,Mudbray,https://pokemondb.net/pokedex/mudbray,1.0 m (3′03″),110.0 kg (242.5 lbs),Ground
0748,Toxapex,https://pokemondb.net/pokedex/toxapex,0.7 m (2′04″),14.5 kg (32.0 lbs),"Poison,Water"
0747,Mareanie,https://pokemondb.net/pokedex/mareanie,0.4 m (1′04″),8.0 kg (17.6 lbs),"Poison,Water"
0751,Dewpider,https://pokemondb.net/pokedex/dewpider,0.3 m (1′00″),4.0 kg (8.8 lbs),"Water,Bug"
0762,Steenee,https://pokemondb.net/pokedex/steenee,0.7 m (2′04″),8.2 kg (18.1 lbs),Grass
0746,Wishiwashi,https://pokemondb.net/pokedex/wishiwashi,0.2 m (0′08″),0.3 kg (0.7 lbs),"Water,Water"
0760,Bewear,https://pokemondb.net/pokedex/bewear,2.1 m (6′11″),135.0 kg (297.6 lbs),"Normal,Fighting"
0745,Lycanroc,https://pokemondb.net/pokedex/lycanroc,0.8 m (2′07″),25.0 kg (55.1 lbs),"Rock,Rock,Rock"
0744,Rockruff,https://pokemondb.net/pokedex/rockruff,0.5 m (1′08″),9.2 kg (20.3 lbs),"Rock,Rock"
0743,Ribombee,https://pokemondb.net/pokedex/ribombee,0.2 m (0′08″),0.5 kg (1.1 lbs),"Bug,Fairy"
0742,Cutiefly,https://pokemondb.net/pokedex/cutiefly,0.1 m (0′04″),0.2 kg (0.4 lbs),"Bug,Fairy"
0741,Oricorio,https://pokemondb.net/pokedex/oricorio,0.6 m (2′00″),3.4 kg (7.5 lbs),"Fire,Flying,Electric,Flying,Psychic,Flying,Ghost,Flying"
0740,Crabominable,https://pokemondb.net/pokedex/crabominable,1.7 m (5′07″),180.0 kg (396.8 lbs),"Fighting,Ice"
0739,Crabrawler,https://pokemondb.net/pokedex/crabrawler,0.6 m (2′00″),7.0 kg (15.4 lbs),Fighting
0738,Vikavolt,https://pokemondb.net/pokedex/vikavolt,1.5 m (4′11″),45.0 kg (99.2 lbs),"Bug,Electric"
0736,Grubbin,https://pokemondb.net/pokedex/grubbin,0.4 m (1′04″),4.4 kg (9.7 lbs),Bug
0735,Gumshoos,https://pokemondb.net/pokedex/gumshoos,0.7 m (2′04″),14.2 kg (31.3 lbs),Normal
0737,Charjabug,https://pokemondb.net/pokedex/charjabug,0.5 m (1′08″),10.5 kg (23.1 lbs),"Bug,Electric"
0734,Yungoos,https://pokemondb.net/pokedex/yungoos,0.4 m (1′04″),6.0 kg (13.2 lbs),Normal
0733,Toucannon,https://pokemondb.net/pokedex/toucannon,1.1 m (3′07″),26.0 kg (57.3 lbs),"Normal,Flying"
0732,Trumbeak,https://pokemondb.net/pokedex/trumbeak,0.6 m (2′00″),14.8 kg (32.6 lbs),"Normal,Flying"
0731,Pikipek,https://pokemondb.net/pokedex/pikipek,0.3 m (1′00″),1.2 kg (2.6 lbs),"Normal,Flying"
0730,Primarina,https://pokemondb.net/pokedex/primarina,1.8 m (5′11″),44.0 kg (97.0 lbs),"Water,Fairy"
0729,Brionne,https://pokemondb.net/pokedex/brionne,0.6 m (2′00″),17.5 kg (38.6 lbs),Water
0728,Popplio,https://pokemondb.net/pokedex/popplio,0.4 m (1′04″),7.5 kg (16.5 lbs),Water
0727,Incineroar,https://pokemondb.net/pokedex/incineroar,1.8 m (5′11″),83.0 kg (183.0 lbs),"Fire,Dark"
0726,Torracat,https://pokemondb.net/pokedex/torracat,0.7 m (2′04″),25.0 kg (55.1 lbs),Fire
0725,Litten,https://pokemondb.net/pokedex/litten,0.4 m (1′04″),4.3 kg (9.5 lbs),Fire
0722,Rowlet,https://pokemondb.net/pokedex/rowlet,0.3 m (1′00″),1.5 kg (3.3 lbs),"Grass,Flying"
0724,Decidueye,https://pokemondb.net/pokedex/decidueye,1.6 m (5′03″),36.6 kg (80.7 lbs),"Grass,Ghost,Grass,Fighting"
0713,Avalugg,https://pokemondb.net/pokedex/avalugg,2.0 m (6′07″),505.0 kg (1113.3 lbs),"Ice,Ice,Rock"
0723,Dartrix,https://pokemondb.net/pokedex/dartrix,0.7 m (2′04″),16.0 kg (35.3 lbs),"Grass,Flying"
0712,Bergmite,https://pokemondb.net/pokedex/bergmite,1.0 m (3′03″),99.5 kg (219.4 lbs),Ice
0710,Pumpkaboo,https://pokemondb.net/pokedex/pumpkaboo,0.4 m (1′04″),5.0 kg (11.0 lbs),"Ghost,Grass,Ghost,Grass,Ghost,Grass,Ghost,Grass"
0709,Trevenant,https://pokemondb.net/pokedex/trevenant,1.5 m (4′11″),71.0 kg (156.5 lbs),"Ghost,Grass"
0711,Gourgeist,https://pokemondb.net/pokedex/gourgeist,0.9 m (2′11″),12.5 kg (27.6 lbs),"Ghost,Grass,Ghost,Grass,Ghost,Grass,Ghost,Grass"
0708,Phantump,https://pokemondb.net/pokedex/phantump,0.4 m (1′04″),7.0 kg (15.4 lbs),"Ghost,Grass"
0706,Goodra,https://pokemondb.net/pokedex/goodra,2.0 m (6′07″),150.5 kg (331.8 lbs),"Dragon,Steel,Dragon"
0703,Carbink,https://pokemondb.net/pokedex/carbink,0.3 m (1′00″),5.7 kg (12.6 lbs),"Rock,Fairy"
0702,Dedenne,https://pokemondb.net/pokedex/dedenne,0.2 m (0′08″),2.2 kg (4.9 lbs),"Electric,Fairy"
0701,Hawlucha,https://pokemondb.net/pokedex/hawlucha,0.8 m (2′07″),21.5 kg (47.4 lbs),"Fighting,Flying"
0707,Klefki,https://pokemondb.net/pokedex/klefki,0.2 m (0′08″),3.0 kg (6.6 lbs),"Steel,Fairy"
0705,Sliggoo,https://pokemondb.net/pokedex/sliggoo,0.8 m (2′07″),17.5 kg (38.6 lbs),"Dragon,Steel,Dragon"
0704,Goomy,https://pokemondb.net/pokedex/goomy,0.3 m (1′00″),2.8 kg (6.2 lbs),Dragon
0700,Sylveon,https://pokemondb.net/pokedex/sylveon,1.0 m (3′03″),23.5 kg (51.8 lbs),Fairy
0699,Aurorus,https://pokemondb.net/pokedex/aurorus,2.7 m (8′10″),225.0 kg (496.0 lbs),"Rock,Ice"
0697,Tyrantrum,https://pokemondb.net/pokedex/tyrantrum,2.5 m (8′02″),270.0 kg (595.2 lbs),"Rock,Dragon"
0698,Amaura,https://pokemondb.net/pokedex/amaura,1.3 m (4′03″),25.2 kg (55.6 lbs),"Rock,Ice"
0696,Tyrunt,https://pokemondb.net/pokedex/tyrunt,0.8 m (2′07″),26.0 kg (57.3 lbs),"Rock,Dragon"
0694,Helioptile,https://pokemondb.net/pokedex/helioptile,0.5 m (1′08″),6.0 kg (13.2 lbs),"Electric,Normal"
0693,Clawitzer,https://pokemondb.net/pokedex/clawitzer,1.3 m (4′03″),35.3 kg (77.8 lbs),Water
0692,Clauncher,https://pokemondb.net/pokedex/clauncher,0.5 m (1′08″),8.3 kg (18.3 lbs),Water
0695,Heliolisk,https://pokemondb.net/pokedex/heliolisk,1.0 m (3′03″),21.0 kg (46.3 lbs),"Electric,Normal"
0691,Dragalge,https://pokemondb.net/pokedex/dragalge,1.8 m (5′11″),81.5 kg (179.7 lbs),"Poison,Dragon"
0687,Malamar,https://pokemondb.net/pokedex/malamar,1.5 m (4′11″),47.0 kg (103.6 lbs),"Dark,Psychic"
0686,Inkay,https://pokemondb.net/pokedex/inkay,0.4 m (1′04″),3.5 kg (7.7 lbs),"Dark,Psychic"
0685,Slurpuff,https://pokemondb.net/pokedex/slurpuff,0.8 m (2′07″),5.0 kg (11.0 lbs),Fairy
0690,Skrelp,https://pokemondb.net/pokedex/skrelp,0.5 m (1′08″),7.3 kg (16.1 lbs),"Poison,Water"
0689,Barbaracle,https://pokemondb.net/pokedex/barbaracle,1.3 m (4′03″),96.0 kg (211.6 lbs),"Rock,Water"
0688,Binacle,https://pokemondb.net/pokedex/binacle,0.5 m (1′08″),31.0 kg (68.3 lbs),"Rock,Water"
0683,Aromatisse,https://pokemondb.net/pokedex/aromatisse,0.8 m (2′07″),15.5 kg (34.2 lbs),Fairy
0682,Spritzee,https://pokemondb.net/pokedex/spritzee,0.2 m (0′08″),0.5 kg (1.1 lbs),Fairy
0681,Aegislash,https://pokemondb.net/pokedex/aegislash,1.7 m (5′07″),53.0 kg (116.8 lbs),"Steel,Ghost,Steel,Ghost"
0680,Doublade,https://pokemondb.net/pokedex/doublade,0.8 m (2′07″),4.5 kg (9.9 lbs),"Steel,Ghost"
0679,Honedge,https://pokemondb.net/pokedex/honedge,0.8 m (2′07″),2.0 kg (4.4 lbs),"Steel,Ghost"
0678,Meowstic,https://pokemondb.net/pokedex/meowstic,0.6 m (2′00″),8.5 kg (18.7 lbs),"Psychic,Psychic"
0677,Espurr,https://pokemondb.net/pokedex/espurr,0.3 m (1′00″),3.5 kg (7.7 lbs),Psychic
0684,Swirlix,https://pokemondb.net/pokedex/swirlix,0.4 m (1′04″),3.5 kg (7.7 lbs),Fairy
0676,Furfrou,https://pokemondb.net/pokedex/furfrou,1.2 m (3′11″),28.0 kg (61.7 lbs),Normal
0675,Pangoro,https://pokemondb.net/pokedex/pangoro,2.1 m (6′11″),136.0 kg (299.8 lbs),"Fighting,Dark"
0673,Gogoat,https://pokemondb.net/pokedex/gogoat,1.7 m (5′07″),91.0 kg (200.6 lbs),Grass
0674,Pancham,https://pokemondb.net/pokedex/pancham,0.6 m (2′00″),8.0 kg (17.6 lbs),Fighting
0672,Skiddo,https://pokemondb.net/pokedex/skiddo,0.9 m (2′11″),31.0 kg (68.3 lbs),Grass
0671,Florges,https://pokemondb.net/pokedex/florges,1.1 m (3′07″),10.0 kg (22.0 lbs),Fairy
0670,Floette,https://pokemondb.net/pokedex/floette,0.2 m (0′08″),0.9 kg (2.0 lbs),Fairy
0664,Scatterbug,https://pokemondb.net/pokedex/scatterbug,0.3 m (1′00″),2.5 kg (5.5 lbs),Bug
0663,Talonflame,https://pokemondb.net/pokedex/talonflame,1.2 m (3′11″),24.5 kg (54.0 lbs),"Fire,Flying"
0662,Fletchinder,https://pokemondb.net/pokedex/fletchinder,0.7 m (2′04″),16.0 kg (35.3 lbs),"Fire,Flying"
0661,Fletchling,https://pokemondb.net/pokedex/fletchling,0.3 m (1′00″),1.7 kg (3.7 lbs),"Normal,Flying"
0660,Diggersby,https://pokemondb.net/pokedex/diggersby,1.0 m (3′03″),42.4 kg (93.5 lbs),"Normal,Ground"
0659,Bunnelby,https://pokemondb.net/pokedex/bunnelby,0.4 m (1′04″),5.0 kg (11.0 lbs),Normal
0658,Greninja,https://pokemondb.net/pokedex/greninja,1.5 m (4′11″),40.0 kg (88.2 lbs),"Water,Dark,Water,Dark"
0657,Frogadier,https://pokemondb.net/pokedex/frogadier,0.6 m (2′00″),10.9 kg (24.0 lbs),Water
0656,Froakie,https://pokemondb.net/pokedex/froakie,0.3 m (1′00″),7.0 kg (15.4 lbs),Water
0655,Delphox,https://pokemondb.net/pokedex/delphox,1.5 m (4′11″),39.0 kg (86.0 lbs),"Fire,Psychic"
0654,Braixen,https://pokemondb.net/pokedex/braixen,1.0 m (3′03″),14.5 kg (32.0 lbs),Fire
0652,Chesnaught,https://pokemondb.net/pokedex/chesnaught,1.6 m (5′03″),90.0 kg (198.4 lbs),"Grass,Fighting"
0653,Fennekin,https://pokemondb.net/pokedex/fennekin,0.4 m (1′04″),9.4 kg (20.7 lbs),Fire
0651,Quilladin,https://pokemondb.net/pokedex/quilladin,0.7 m (2′04″),29.0 kg (63.9 lbs),Grass
0650,Chespin,https://pokemondb.net/pokedex/chespin,0.4 m (1′04″),9.0 kg (19.8 lbs),Grass
0649,Genesect,https://pokemondb.net/pokedex/genesect,1.5 m (4′11″),82.5 kg (181.9 lbs),"Bug,Steel"
